ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,HJD_CODE,X,Y
81502BD7CA,서울특별시 성동구 장터길 19,카페********,,서울 성동구,아이스크림/빙수,,20240417,,1120061500.0,201593.59000003425,449884.9700000243
933122CC60,서울특별시 성동구 장터길 20,신전***,분식12,서울 성동구,분식,,20210817,,1120062000.0,201605.280000016,449857.16000002227
933122CC60,서울특별시 성동구 장터길 20,신전***,분식12,서울 성동구,분식,,20210817,,1120062000.0,201605.280000016,449857.16000002227
BE0A7DD7AB,서울특별시 성동구 장터길 24,더벤*,커피전문점1,서울 성동구,커피전문점,금남시장,20230627,,1120062000.0,201641.45999999324,449854.05000001576
BE0A7DD7AB,서울특별시 성동구 장터길 24,더벤*,커피전문점1,서울 성동구,커피전문점,금남시장,20230627,,1120062000.0,201641.45999999324,449854.05000001576
F907A9A2FF,서울특별시 성동구 장터길 26,테라***,,서울 성동구,호프/맥주,금남시장,20191111,,1120062000.0,201657.43999998126,449855.99000001873
F907A9A2FF,서울특별시 성동구 장터길 26,테라***,,서울 성동구,호프/맥주,금남시장,20191111,,1120062000.0,201657.43999998126,449855.99000001873
969C25043A,서울특별시 성동구 장터길 29,빵(****,,서울 성동구,베이커리,금남시장,20170825,,1120061500.0,201693.41999998558,449878.1700000148
969C25043A,서울특별시 성동구 장터길 29,빵(****,,서울 성동구,베이커리,금남시장,20170825,,1120061500.0,201693.41999998558,449878.1700000148
C6363F8E19,서울특별시 성동구 장터길 30,메가*********,커피전문점2,서울 성동구,커피전문점,금남시장,20200204,,1120062000.0,201693.3399999753,449855.80999999953
C6363F8E19,서울특별시 성동구 장터길 30,메가*********,커피전문점2,서울 성동구,커피전문점,금남시장,20200204,,1120062000.0,201693.3399999753,449855.80999999953
8AD0AE30E8,서울특별시 성동구 장터길 31,금선**,,서울 성동구,한식-육류/고기,금남시장,20230816,,1120061500.0,201717.0399999897,449885.970000025
8AD0AE30E8,서울특별시 성동구 장터길 31,금선**,,서울 성동구,한식-육류/고기,금남시장,20230816,,1120061500.0,201717.0399999897,449885.970000025
18AE11C714,서울특별시 성동구 장터길 32,금호***,,서울 성동구,한식-육류/고기,금남시장,20190404,,1120062000.0,201710.80999996923,449855.53000001557
18AE11C714,서울특별시 성동구 장터길 32,금호***,,서울 성동구,한식-육류/고기,금남시장,20190404,,1120062000.0,201710.80999996923,449855.53000001557
295F86E07D,서울특별시 성동구 장터길 33,길동*******,,서울 성동구,일식-우동/소바/라면,금남시장,20181026,,1120061500.0,201741.26000001896,449888.4500000028
295F86E07D,서울특별시 성동구 장터길 33,길동*******,,서울 성동구,일식-우동/소바/라면,금남시장,20181026,,1120061500.0,201741.26000001896,449888.4500000028
39255E94C6,서울특별시 성동구 장터길 35,누림**,,서울 성동구,축산물,금남시장,20211109,,1120061500.0,201751.19999998724,449877.7600000184
39255E94C6,서울특별시 성동구 장터길 35,누림**,,서울 성동구,축산물,금남시장,20211109,,1120061500.0,201751.19999998724,449877.7600000184
4E9408836B,서울특별시 성동구 장터길 35,참기*,,서울 성동구,식품 제조,금남시장,20220707,,1120061500.0,201751.19999998724,449877.7600000184
4E9408836B,서울특별시 성동구 장터길 35,참기*,,서울 성동구,식품 제조,금남시장,20220707,,1120061500.0,201751.19999998724,449877.7600000184
DC6768DBDA,서울특별시 성동구 장터길 35,원조***,,서울 성동구,한식-육류/고기,금남시장,20201207,,1120061500.0,201751.19999998724,449877.7600000184
DC6768DBDA,서울특별시 성동구 장터길 35,원조***,,서울 성동구,한식-육류/고기,금남시장,20201207,,1120061500.0,201751.19999998724,449877.7600000184
7D728F3B80,서울특별시 성동구 장터길 38,금호*****,,서울 성동구,치킨,금남시장,20220519,,1120062000.0,201776.68000002485,449857.4700000051
7D728F3B80,서울특별시 성동구 장터길 38,금호*****,,서울 성동구,치킨,금남시장,20220519,,1120062000.0,201776.68000002485,449857.4700000051
D5CE662890,서울특별시 성동구 장터길 39,거평**,,서울 성동구,축산물,금남시장,20171107,,1120061500.0,201788.86000002336,449877.2100000251
D5CE662890,서울특별시 성동구 장터길 39,거평**,,서울 성동구,축산물,금남시장,20171107,,1120061500.0,201788.86000002336,449877.2100000251
D3965999F4,서울특별시 성동구 장터길 41,총각*******,,서울 성동구,치킨,금남시장,20200810,,1120061500.0,201809.4700000349,449876.7099999982
D3965999F4,서울특별시 성동구 장터길 41,총각*******,,서울 성동구,치킨,금남시장,20200810,,1120061500.0,201809.4700000349,449876.7099999982
A35823D681,서울특별시 성동구 장터길 41,원더*****,,서울 성동구,베이커리,금남시장,20210104,,1120061500.0,201809.4700000349,449876.7099999982
A35823D681,서울특별시 성동구 장터길 41,원더*****,,서울 성동구,베이커리,금남시장,20210104,,1120061500.0,201809.4700000349,449876.7099999982
4D78A9732C,서울특별시 성동구 장터길 42,한우**,,서울 성동구,축산물,금남시장,20220721,,1120062000.0,201813.4100000347,449853.1300000242
4D78A9732C,서울특별시 성동구 장터길 42,한우**,,서울 성동구,축산물,금남시장,20220721,,1120062000.0,201813.4100000347,449853.1300000242
80DB3D6336,서울특별시 성동구 장터길 43,피자*****,피자8,서울 성동구,피자,금남시장,20200220,,1120061500.0,201832.9500000015,449875.6000000214
80DB3D6336,서울특별시 성동구 장터길 43,피자*****,피자8,서울 성동구,피자,금남시장,20200220,,1120061500.0,201832.9500000015,449875.6000000214
B791125FD3,서울특별시 성동구 장터길 44,금호*******,,서울 성동구,청과물,금남시장,20230621,,1120062000.0,201829.52999998437,449856.1600000174
B791125FD3,서울특별시 성동구 장터길 44,금호*******,,서울 성동구,청과물,금남시장,20230621,,1120062000.0,201829.52999998437,449856.1600000174
C135324315,서울특별시 성동구 장터길 45,북어**,,서울 성동구,수산물,금남시장,20181010,,1120061500.0,201853.83000003095,449878.9100000211
C135324315,서울특별시 성동구 장터길 45,북어**,,서울 성동구,수산물,금남시장,20181010,,1120061500.0,201853.83000003095,449878.9100000211
61184A5430,서울특별시 성동구 장터길 47,진미***,,서울 성동구,한식-육류/고기,금남시장,20210426,,1120061500.0,201876.9700000018,449880.39999999834
61184A5430,서울특별시 성동구 장터길 47,진미***,,서울 성동구,한식-육류/고기,금남시장,20210426,,1120061500.0,201876.9700000018,449880.39999999834
96694B7FF6,서울특별시 성동구 장터길 51,킨토*,,서울 성동구,일식당,금남시장,20240514,,1120061500.0,201913.54000002542,449879.46000001865
96694B7FF6,서울특별시 성동구 장터길 51,킨토*,,서울 성동구,일식당,금남시장,20240514,,1120061500.0,201913.54000002542,449879.46000001865
A9C97F11F5,서울특별시 성동구 장터길 51,수철*,,서울 성동구,한식-단품요리일반,금남시장,20240912,,1120061500.0,201913.54000002542,449879.46000001865
A9C97F11F5,서울특별시 성동구 장터길 51,수철*,,서울 성동구,한식-단품요리일반,금남시장,20240912,,1120061500.0,201913.54000002542,449879.46000001865
B372695116,서울특별시 성동구 행당로 43,만득***,,서울 성동구,백반/가정식,,20161223,,1120059000.0,202146.280000029,450698.48000001744
B372695116,서울특별시 성동구 행당로 43,만득***,,서울 성동구,백반/가정식,,20161223,,1120059000.0,202146.280000029,450698.48000001744
E1AA339E20,서울특별시 성동구 행당로 75,김영*****,,서울 성동구,반찬,행당,20170315,,1120057000.0,202431.68999996368,450786.6500000056
E1AA339E20,서울특별시 성동구 행당로 75,김영*****,,서울 성동구,반찬,행당,20170315,,1120057000.0,202431.68999996368,450786.6500000056
422F127F2C,서울특별시 성동구 행당로 75,굽네**,치킨7,서울 성동구,치킨,행당,20221004,,1120057000.0,202431.68999996368,450786.6500000056
422F127F2C,서울특별시 성동구 행당로 75,굽네**,치킨7,서울 성동구,치킨,행당,20221004,,1120057000.0,202431.68999996368,450786.6500000056
0904E1A37E,서울특별시 성동구 행당로 75,샬룸**,,서울 성동구,청과물,행당,20230113,,1120057000.0,202431.68999996368,450786.6500000056
0904E1A37E,서울특별시 성동구 행당로 75,샬룸**,,서울 성동구,청과물,행당,20230113,,1120057000.0,202431.68999996368,450786.6500000056
55CE7C8582,서울특별시 성동구 행당로 75,축협*****,,서울 성동구,축산물,행당,20191219,,1120057000.0,202431.68999996368,450786.6500000056
55CE7C8582,서울특별시 성동구 행당로 75,축협*****,,서울 성동구,축산물,행당,20191219,,1120057000.0,202431.68999996368,450786.6500000056
AC98B923AE,서울특별시 성동구 행당로 75,아이*********,,서울 성동구,아이스크림/빙수,행당,20230412,,1120057000.0,202431.68999996368,450786.6500000056
AC98B923AE,서울특별시 성동구 행당로 75,아이*********,,서울 성동구,아이스크림/빙수,행당,20230412,,1120057000.0,202431.68999996368,450786.6500000056
E51D6B5EE4,서울특별시 성동구 행당로 76,60*******,치킨1,서울 성동구,치킨,행당,20200924,,1120057000.0,202433.06000001065,450745.8100000029
E51D6B5EE4,서울특별시 성동구 행당로 76,60*******,치킨1,서울 성동구,치킨,행당,20200924,,1120057000.0,202433.06000001065,450745.8100000029
4FFDE025F1,서울특별시 성동구 행당로 76,정관******,건강식품3,서울 성동구,건강식품,행당,20220328,,1120057000.0,202433.06000001065,450745.8100000029
4FFDE025F1,서울특별시 성동구 행당로 76,정관******,건강식품3,서울 성동구,건강식품,행당,20220328,,1120057000.0,202433.06000001065,450745.8100000029
AF202842B3,서울특별시 성동구 행당로 79,커*,,서울 성동구,카페,행당,20180323,,1120057000.0,202430.4300000414,450964.55000002484
AF202842B3,서울특별시 성동구 행당로 79,커*,,서울 성동구,카페,행당,20180323,,1120057000.0,202430.4300000414,450964.55000002484
241A9CFA07,서울특별시 성동구 행당로 79,쌍둥*******,,서울 성동구,수산물,행당,20190916,20250730.0,1120057000.0,202430.4300000414,450964.55000002484
241A9CFA07,서울특별시 성동구 행당로 79,쌍둥*******,,서울 성동구,수산물,행당,20190916,20250730.0,1120057000.0,202430.4300000414,450964.55000002484
9D1FE7C12C,서울특별시 성동구 행당로 79,신앙***,식료품1,서울 성동구,식료품,행당,20220915,,1120057000.0,202430.4300000414,450964.55000002484
9D1FE7C12C,서울특별시 성동구 행당로 79,신앙***,식료품1,서울 성동구,식료품,행당,20220915,,1120057000.0,202430.4300000414,450964.55000002484
4CD0E0A0DC,서울특별시 성동구 행당로 79,아이*******,아이스크림/빙수3,서울 성동구,아이스크림/빙수,행당,20210810,,1120057000.0,202430.4300000414,450964.55000002484
4CD0E0A0DC,서울특별시 성동구 행당로 79,아이*******,아이스크림/빙수3,서울 성동구,아이스크림/빙수,행당,20210810,,1120057000.0,202430.4300000414,450964.55000002484
F17FFADBDA,서울특별시 성동구 행당로 82,한마***,,서울 성동구,청과물,행당,20181011,,1120057000.0,202421.0600000328,450587.5800000194
F17FFADBDA,서울특별시 성동구 행당로 82,한마***,,서울 성동구,청과물,행당,20181011,,1120057000.0,202421.0600000328,450587.5800000194
8FF6E51D2C,서울특별시 성동구 행당로 82,대*,,서울 성동구,청과물,행당,20200713,,1120057000.0,202421.0600000328,450587.5800000194
8FF6E51D2C,서울특별시 성동구 행당로 82,대*,,서울 성동구,청과물,행당,20200713,,1120057000.0,202421.0600000328,450587.5800000194
5BB5DF8D62,서울특별시 성동구 행당로 84,달다*****,,서울 성동구,카페,행당,20230120,,1120057000.0,202539.95000000997,450782.8300000214
5BB5DF8D62,서울특별시 성동구 행당로 84,달다*****,,서울 성동구,카페,행당,20230120,,1120057000.0,202539.95000000997,450782.8300000214
896B3E4961,서울특별시 성동구 행당로 84,조여*,,서울 성동구,식료품,행당,20200110,,1120057000.0,202539.95000000997,450782.8300000214
896B3E4961,서울특별시 성동구 행당로 84,조여*,,서울 성동구,식료품,행당,20200110,,1120057000.0,202539.95000000997,450782.8300000214
BF88411DC5,서울특별시 성동구 행당로 84,행복*****,,서울 성동구,식료품,행당,20211007,,1120057000.0,202539.95000000997,450782.8300000214
BF88411DC5,서울특별시 성동구 행당로 84,행복*****,,서울 성동구,식료품,행당,20211007,,1120057000.0,202539.95000000997,450782.8300000214
A776C445D3,서울특별시 성동구 행당로 84,롯데***********,햄버거1,서울 성동구,햄버거,행당,20240924,,1120057000.0,202539.95000000997,450782.8300000214
A776C445D3,서울특별시 성동구 행당로 84,롯데***********,햄버거1,서울 성동구,햄버거,행당,20240924,,1120057000.0,202539.95000000997,450782.8300000214
9F920B9CA9,서울특별시 성동구 행당로 84,칠월*****,,서울 성동구,베이커리,행당,20230228,,1120057000.0,202539.95000000997,450782.8300000214
9F920B9CA9,서울특별시 성동구 행당로 84,칠월*****,,서울 성동구,베이커리,행당,20230228,,1120057000.0,202539.95000000997,450782.8300000214
297CF99623,서울특별시 성동구 행당로 84,맘스****,,서울 성동구,백반/가정식,행당,20180104,,1120057000.0,202539.95000000997,450782.8300000214
297CF99623,서울특별시 성동구 행당로 84,맘스****,,서울 성동구,백반/가정식,행당,20180104,,1120057000.0,202539.95000000997,450782.8300000214
6CA4937A72,서울특별시 성동구 행당로 84,한진**,,서울 성동구,떡/한과 제조,행당,20170504,,1120057000.0,202539.95000000997,450782.8300000214
6CA4937A72,서울특별시 성동구 행당로 84,한진**,,서울 성동구,떡/한과 제조,행당,20170504,,1120057000.0,202539.95000000997,450782.8300000214
4D712FD5CB,서울특별시 성동구 행당로 84,윌비*************,,서울 성동구,한식-단품요리일반,행당,20240415,,1120057000.0,202539.95000000997,450782.8300000214
4D712FD5CB,서울특별시 성동구 행당로 84,윌비*************,,서울 성동구,한식-단품요리일반,행당,20240415,,1120057000.0,202539.95000000997,450782.8300000214
A3801B70AE,서울특별시 성동구 행당로 87,행당*****,,서울 성동구,분식,행당,20230627,,1120057000.0,202522.1099999762,450863.22000002576
A3801B70AE,서울특별시 성동구 행당로 87,행당*****,,서울 성동구,분식,행당,20230627,,1120057000.0,202522.1099999762,450863.22000002576
A3801B70AE,서울특별시 성동구 행당로 87,행당*****,,서울 성동구,분식,행당,20230627,,1120057000.0,202522.1099999762,450863.22000002576
A3801B70AE,서울특별시 성동구 행당로 87,행당*****,,서울 성동구,분식,행당,20230627,,1120057000.0,202522.1099999762,450863.22000002576
B331A6B056,서울특별시 성동구 행당로 87,태은**,,서울 성동구,분식,행당,20231222,,1120057000.0,202522.1099999762,450863.22000002576
B331A6B056,서울특별시 성동구 행당로 87,태은**,,서울 성동구,분식,행당,20231222,,1120057000.0,202522.1099999762,450863.22000002576
B331A6B056,서울특별시 성동구 행당로 87,태은**,,서울 성동구,분식,행당,20231222,,1120057000.0,202522.1099999762,450863.22000002576
B331A6B056,서울특별시 성동구 행당로 87,태은**,,서울 성동구,분식,행당,20231222,,1120057000.0,202522.1099999762,450863.22000002576
120283327E,서울특별시 성동구 행당로 87,카페***,,서울 성동구,카페,행당,20190709,,1120057000.0,202522.1099999762,450863.22000002576
120283327E,서울특별시 성동구 행당로 87,카페***,,서울 성동구,카페,행당,20190709,,1120057000.0,202522.1099999762,450863.22000002576
120283327E,서울특별시 성동구 행당로 87,카페***,,서울 성동구,카페,행당,20190709,,1120057000.0,202522.1099999762,450863.22000002576
120283327E,서울특별시 성동구 행당로 87,카페***,,서울 성동구,카페,행당,20190709,,1120057000.0,202522.1099999762,450863.22000002576
9B9E1448A4,서울특별시 성동구 행당로 87,노랑**,,서울 성동구,식료품,행당,20220602,,1120057000.0,202522.1099999762,450863.22000002576
9B9E1448A4,서울특별시 성동구 행당로 87,노랑**,,서울 성동구,식료품,행당,20220602,,1120057000.0,202522.1099999762,450863.22000002576
9B9E1448A4,서울특별시 성동구 행당로 87,노랑**,,서울 성동구,식료품,행당,20220602,,1120057000.0,202522.1099999762,450863.22000002576
9B9E1448A4,서울특별시 성동구 행당로 87,노랑**,,서울 성동구,식료품,행당,20220602,,1120057000.0,202522.1099999762,450863.22000002576
E57C9021F7,서울특별시 성동구 행당로 87,블랙******,,서울 성동구,중식당,행당,20210728,,1120057000.0,202522.1099999762,450863.22000002576
E57C9021F7,서울특별시 성동구 행당로 87,블랙******,,서울 성동구,중식당,행당,20210728,,1120057000.0,202522.1099999762,450863.22000002576
E57C9021F7,서울특별시 성동구 행당로 87,블랙******,,서울 성동구,중식당,행당,20210728,,1120057000.0,202522.1099999762,450863.22000002576
E57C9021F7,서울특별시 성동구 행당로 87,블랙******,,서울 성동구,중식당,행당,20210728,,1120057000.0,202522.1099999762,450863.22000002576
9D2DDAAB87,서울특별시 성동구 행당로 87,꼬꼬***,백반/가정식4,서울 성동구,백반/가정식,행당,20170427,,1120057000.0,202522.1099999762,450863.22000002576
9D2DDAAB87,서울특별시 성동구 행당로 87,꼬꼬***,백반/가정식4,서울 성동구,백반/가정식,행당,20170427,,1120057000.0,202522.1099999762,450863.22000002576
9D2DDAAB87,서울특별시 성동구 행당로 87,꼬꼬***,백반/가정식4,서울 성동구,백반/가정식,행당,20170427,,1120057000.0,202522.1099999762,450863.22000002576
9D2DDAAB87,서울특별시 성동구 행당로 87,꼬꼬***,백반/가정식4,서울 성동구,백반/가정식,행당,20170427,,1120057000.0,202522.1099999762,450863.22000002576
6C96251704,서울특별시 성동구 뚝섬로 385-32,찌개**,한식-단품요리일반5,서울 성동구,한식-단품요리일반,성수,20120406,,1120067000.0,204804.03999996788,448878.11000001617
6C96251704,서울특별시 성동구 뚝섬로 385-32,찌개**,한식-단품요리일반5,서울 성동구,한식-단품요리일반,성수,20120406,,1120067000.0,204804.03999996788,448878.11000001617
51114863DE,서울특별시 성동구 마장로37길 45,대영**,,서울 성동구,축산물,마장동,20120524,,1120054000.0,203607.49999997334,452222.47000002005
51114863DE,서울특별시 성동구 마장로37길 45,대영**,,서울 성동구,축산물,마장동,20120524,,1120054000.0,203607.49999997334,452222.47000002005
B3A7F2509A,서울특별시 성동구 마장로37길 51,조양**,,서울 성동구,축산물,마장동,20120906,,1120054000.0,203661.92999997656,452266.4200000243
B3A7F2509A,서울특별시 성동구 마장로37길 51,조양**,,서울 성동구,축산물,마장동,20120906,,1120054000.0,203661.92999997656,452266.4200000243
E4899A583F,서울특별시 성동구 마조로11길 13,브릭****,,서울 성동구,카페,한양대,20120601,,1120055000.0,203529.16000000664,451354.1500000198
E4899A583F,서울특별시 성동구 마조로11길 13,브릭****,,서울 성동구,카페,한양대,20120601,,1120055000.0,203529.16000000664,451354.1500000198
1F75656163,서울특별시 성동구 아차산로 50-1,전주******,,서울 성동구,한식-국밥/설렁탕,뚝섬,20100208,,1120066000.0,204399.15999997008,449637.51000001887
1F75656163,서울특별시 성동구 아차산로 50-1,전주******,,서울 성동구,한식-국밥/설렁탕,뚝섬,20100208,,1120066000.0,204399.15999997008,449637.51000001887
FC69270591,서울특별시 성동구 고산자로14길 26,미그**************,,서울 성동구,커피전문점,왕십리,20191121,,1120056000.0,203336.81000002113,451541.96000001964
FC69270591,서울특별시 성동구 고산자로14길 26,미그**************,,서울 성동구,커피전문점,왕십리,20191121,,1120056000.0,203336.81000002113,451541.96000001964
23A7CC4CFE,서울특별시 성동구 고산자로24길 11,한우*****,,서울 성동구,축산물,마장동,20160331,,1120054000.0,203423.44000001496,452275.63000002166
23A7CC4CFE,서울특별시 성동구 고산자로24길 11,한우*****,,서울 성동구,축산물,마장동,20160331,,1120054000.0,203423.44000001496,452275.63000002166
FD67E697FF,서울특별시 성동구 고산자로24길 11,한우**,,서울 성동구,한식-육류/고기,마장동,20160429,,1120054000.0,203423.44000001496,452275.63000002166
FD67E697FF,서울특별시 성동구 고산자로24길 11,한우**,,서울 성동구,한식-육류/고기,마장동,20160429,,1120054000.0,203423.44000001496,452275.63000002166
81C55F8941,서울특별시 성동구 고산자로24길 4-1,대림**,,서울 성동구,축산물,마장동,20140925,,1120054000.0,203354.43000002924,452268.6300000182
81C55F8941,서울특별시 성동구 고산자로24길 4-1,대림**,,서울 성동구,축산물,마장동,20140925,,1120054000.0,203354.43000002924,452268.6300000182
485B0A3591,서울특별시 성동구 고산자로2길 4-1,크우***,,서울 성동구,한식-육류/고기,,20090210,,1120058000.0,203155.86000001818,450276.11000002024
485B0A3591,서울특별시 성동구 고산자로2길 4-1,크우***,,서울 성동구,한식-육류/고기,,20090210,,1120058000.0,203155.86000001818,450276.11000002024
D631BCEA77,서울특별시 성동구 고산자로2길 6-3,동이*,,서울 성동구,요리주점,,20130904,,1120058000.0,203183.22999999483,450286.8700000158
D631BCEA77,서울특별시 성동구 고산자로2길 6-3,동이*,,서울 성동구,요리주점,,20130904,,1120058000.0,203183.22999999483,450286.8700000158
E43C1CDC68,서울특별시 성동구 고산자로6가길 36,옛고*,,서울 성동구,한식-단품요리일반,,20080703,,1120056000.0,203156.0000000001,450800.400000023
E43C1CDC68,서울특별시 성동구 고산자로6가길 36,옛고*,,서울 성동구,한식-단품요리일반,,20080703,,1120056000.0,203156.0000000001,450800.400000023
B91AFC4E86,서울특별시 성동구 고산자로6가길 44,또래*******,치킨15,서울 성동구,치킨,,20030828,,1120056000.0,203153.4099999945,450768.3200000209
B91AFC4E86,서울특별시 성동구 고산자로6가길 44,또래*******,치킨15,서울 성동구,치킨,,20030828,,1120056000.0,203153.4099999945,450768.3200000209
93F44D89BB,서울특별시 성동구 고산자로6길 40 ,함지*,,서울 성동구,백반/가정식,,20040517,,1120056000.0,203135.12000000355,450966.4900000158
7635F397CD,서울특별시 성동구 고산자로8길 23-1,제일**,,서울 성동구,분식,,20090330,,1120056000.0,203225.62000002162,450974.3300000199
7635F397CD,서울특별시 성동구 고산자로8길 23-1,제일**,,서울 성동구,분식,,20090330,,1120056000.0,203225.62000002162,450974.3300000199
055EDDDD01,서울특별시 성동구 광나루로 240-20,이현*****,,서울 성동구,한식-단품요리일반,뚝섬,20200626,,1120069000.0,204959.62000003754,449931.6999999983
055EDDDD01,서울특별시 성동구 광나루로 240-20,이현*****,,서울 성동구,한식-단품요리일반,뚝섬,20200626,,1120069000.0,204959.62000003754,449931.6999999983
D3556C1BB8,서울특별시 성동구 광나루로11길 10,이레**,,서울 성동구,분식,,20120706,,1120072000.0,205826.43999998027,449934.88000001886
D3556C1BB8,서울특별시 성동구 광나루로11길 10,이레**,,서울 성동구,분식,,20120706,,1120072000.0,205826.43999998027,449934.88000001886
BDDF5CFB2D,서울특별시 성동구 광나루로11길 37,남양***,,서울 성동구,축산물,,20050728,,1120072000.0,205965.9800000268,450173.02999999496
BDDF5CFB2D,서울특별시 성동구 광나루로11길 37,남양***,,서울 성동구,축산물,,20050728,,1120072000.0,205965.9800000268,450173.02999999496
7825F19A1A,서울특별시 성동구 광나루로4길 8-1,쁘띠**,,서울 성동구,베이커리,성수,20140714,,1120069000.0,204749.37000002203,450008.75000002317
7825F19A1A,서울특별시 성동구 광나루로4길 8-1,쁘띠**,,서울 성동구,베이커리,성수,20140714,,1120069000.0,204749.37000002203,450008.75000002317
502658D9C9,서울특별시 성동구 금호산2길 22-10,금호**,,서울 성동구,카페,금남시장,20180430,,1120061500.0,201929.45000002897,449903.7600000193
502658D9C9,서울특별시 성동구 금호산2길 22-10,금호**,,서울 성동구,카페,금남시장,20180430,,1120061500.0,201929.45000002897,449903.7600000193
B7970DDBAC,서울특별시 성동구 독서당로 301-59,알뜰**,,서울 성동구,건어물,금남시장,20150203,,1120061500.0,201978.1399999797,449908.4800000175
B7970DDBAC,서울특별시 성동구 독서당로 301-59,알뜰**,,서울 성동구,건어물,금남시장,20150203,,1120061500.0,201978.1399999797,449908.4800000175
521E3795E3,서울특별시 성동구 독서당로 303-10,해밀**,,서울 성동구,백반/가정식,금남시장,20090907,,1120061500.0,202023.6700000278,449887.83000002377
521E3795E3,서울특별시 성동구 독서당로 303-10,해밀**,,서울 성동구,백반/가정식,금남시장,20090907,,1120061500.0,202023.6700000278,449887.83000002377
B8787E12FB,서울특별시 성동구 독서당로40길 33,척스****,,서울 성동구,호프/맥주,옥수,20150827,,1120064500.0,201543.59000001047,449187.4800000202
B8787E12FB,서울특별시 성동구 독서당로40길 33,척스****,,서울 성동구,호프/맥주,옥수,20150827,,1120064500.0,201543.59000001047,449187.4800000202
64835E743B,서울특별시 성동구 독서당로40길 33,옥수****,,서울 성동구,한식-육류/고기,옥수,20131202,,1120064500.0,201543.59000001047,449187.4800000202
64835E743B,서울특별시 성동구 독서당로40길 33,옥수****,,서울 성동구,한식-육류/고기,옥수,20131202,,1120064500.0,201543.59000001047,449187.4800000202
8E8B1D725E,서울특별시 성동구 독서당로46길 35,심가***,,서울 성동구,한식-단품요리일반,금남시장,20150424,,1120062000.0,202044.13999995694,449806.50000000367
8E8B1D725E,서울특별시 성동구 독서당로46길 35,심가***,,서울 성동구,한식-단품요리일반,금남시장,20150424,,1120062000.0,202044.13999995694,449806.50000000367
890A5CC5E0,서울특별시 성동구 독서당로51길 31,함평**,,서울 성동구,백반/가정식,,20111221,,1120059000.0,202299.0099999972,450130.69000001426
890A5CC5E0,서울특별시 성동구 독서당로51길 31,함평**,,서울 성동구,백반/가정식,,20111221,,1120059000.0,202299.0099999972,450130.69000001426
F3D4CF71FF,서울특별시 성동구 독서당로60길 10,신샘******,,서울 성동구,식료품,,20120413,,1120058000.0,202733.87000000812,449963.5300000238
F3D4CF71FF,서울특별시 성동구 독서당로60길 10,신샘******,,서울 성동구,식료품,,20120413,,1120058000.0,202733.87000000812,449963.5300000238
5D4A7C44B2,서울특별시 성동구 마장로25길 11-2,진성**,,서울 성동구,백반/가정식,,20020629,,1120053500.0,202974.66999996314,451945.30000001984
5D4A7C44B2,서울특별시 성동구 마장로25길 11-2,진성**,,서울 성동구,백반/가정식,,20020629,,1120053500.0,202974.66999996314,451945.30000001984
9769F49AB2,서울특별시 성동구 마장로31가길 18,연흥*****,,서울 성동구,축산물,마장동,20150528,,1120054000.0,203461.28000004237,452202.1200000154
9769F49AB2,서울특별시 성동구 마장로31가길 18,연흥*****,,서울 성동구,축산물,마장동,20150528,,1120054000.0,203461.28000004237,452202.1200000154
22BDEE04F4,서울특별시 성동구 마장로31길 14-2,대박****,,서울 성동구,축산물,,20150810,,1120054000.0,203336.88000001505,452010.50000002503
22BDEE04F4,서울특별시 성동구 마장로31길 14-2,대박****,,서울 성동구,축산물,,20150810,,1120054000.0,203336.88000001505,452010.50000002503
FB36289140,서울특별시 성동구 마장로35나길 3-1,희망**,,서울 성동구,축산물,마장동,20130524,,1120054000.0,203506.77999997724,452150.3000000181
FB36289140,서울특별시 성동구 마장로35나길 3-1,희망**,,서울 성동구,축산물,마장동,20130524,,1120054000.0,203506.77999997724,452150.3000000181
8CA71260B2,서울특별시 성동구 마장로35나길 37,이모*****,,서울 성동구,분식,,20080129,,1120054000.0,203814.76000003287,452008.7600000202
8CA71260B2,서울특별시 성동구 마장로35나길 37,이모*****,,서울 성동구,분식,,20080129,,1120054000.0,203814.76000003287,452008.7600000202
AAC3D4597D,서울특별시 성동구 마장로35다길 18,마장***,,서울 성동구,축산물,마장동,20170208,,1120054000.0,203591.92999998402,452168.7500000187
AAC3D4597D,서울특별시 성동구 마장로35다길 18,마장***,,서울 성동구,축산물,마장동,20170208,,1120054000.0,203591.92999998402,452168.7500000187
5417C5A2AE,서울특별시 성동구 마장로37길 53-9,회*,,서울 성동구,축산물,마장동,20160511,,1120054000.0,203658.52999996862,452299.2100000225
5417C5A2AE,서울특별시 성동구 마장로37길 53-9,회*,,서울 성동구,축산물,마장동,20160511,,1120054000.0,203658.52999996862,452299.2100000225
62A9B7888B,서울특별시 성동구 마장로39가길 61,이롬********,건강식품2,서울 성동구,건강식품,,19991105,,1120054000.0,203895.43000004304,452026.580000019
62A9B7888B,서울특별시 성동구 마장로39가길 61,이롬********,건강식품2,서울 성동구,건강식품,,19991105,,1120054000.0,203895.43000004304,452026.580000019
CB42B1688B,서울특별시 성동구 무학로10길 29-1,카페*************,,서울 성동구,카페,왕십리,20160722,,1120053500.0,203019.46999996435,451818.27000001393
